year,month,day,hour,Quarter,Days_since_start,Overturning_Strength
2006,9,23,0,3,905,19.99434
2006,9,23,12,3,905.5,20.085987
2006,9,24,0,3,906,20.196315
2006,9,24,12,3,906.5,20.325677
2006,9,25,0,3,907,20.471617
2006,9,25,12,3,907.5,20.629939
2006,9,26,0,3,908,20.795851
2006,9,26,12,3,908.5,20.964994
2006,9,27,0,3,909,21.134201
2006,9,27,12,3,909.5,21.30189
2006,9,28,0,3,910,21.468048
2006,9,28,12,3,910.5,21.633815
2006,9,29,0,3,911,21.800758
2006,9,29,12,3,911.5,21.969947
2006,9,30,0,3,912,22.14099
2006,9,30,12,3,912.5,22.311165
2006,10,1,0,4,913,22.474821
2006,10,1,12,4,913.5,22.623141
2006,10,2,0,4,914,22.744349
2006,10,2,12,4,914.5,22.824382
2006,10,3,0,4,915,22.84799
2006,10,3,12,4,915.5,22.800172
2006,10,4,0,4,916,22.667808
2006,10,4,12,4,916.5,22.441324
2006,10,5,0,4,917,22.116204
2006,10,5,12,4,917.5,21.694161
2006,10,6,0,4,918,21.183835
2006,10,6,12,4,918.5,20.600885
2006,10,7,0,4,919,19.967444
2006,10,7,12,4,919.5,19.310944
2006,10,8,0,4,920,18.662388
2006,10,8,12,4,920.5,18.054216
2006,10,9,0,4,921,17.517951
2006,10,9,12,4,921.5,17.081826
2006,10,10,0,4,922,16.768633
2006,10,10,12,4,922.5,16.59396
2006,10,11,0,4,923,16.565007
2006,10,11,12,4,923.5,16.680062
2006,10,12,0,4,924,16.928687
2006,10,12,12,4,924.5,17.292578
2006,10,13,0,4,925,17.747019
2006,10,13,12,4,925.5,18.262766
2006,10,14,0,4,926,18.808223
2006,10,14,12,4,926.5,19.351686
2006,10,15,0,4,927,19.863493
2006,10,15,12,4,927.5,20.317909
2006,10,16,0,4,928,20.694613
2006,10,16,12,4,928.5,20.979706
2006,10,17,0,4,929,21.166185
2006,10,17,12,4,929.5,21.253905
2006,10,18,0,4,930,21.24905
2006,10,18,12,4,930.5,21.163203
2006,10,19,0,4,931,21.012107
2006,10,19,12,4,931.5,20.814227
2006,10,20,0,4,932,20.589234
2006,10,20,12,4,932.5,20.356515
2006,10,21,0,4,933,20.133818
2006,10,21,12,4,933.5,19.936116
2006,10,22,0,4,934,19.77477
2006,10,22,12,4,934.5,19.657034
2006,10,23,0,4,935,19.585937
2006,10,23,12,4,935.5,19.56055
2006,10,24,0,4,936,19.57661
2006,10,24,12,4,936.5,19.627447
2006,10,25,0,4,937,19.705141
2006,10,25,12,4,937.5,19.801777
2006,10,26,0,4,938,19.910683
2006,10,26,12,4,938.5,20.027494
2006,10,27,0,4,939,20.150906
2006,10,27,12,4,939.5,20.283
2006,10,28,0,4,940,20.429064
2006,10,28,12,4,940.5,20.596897
2006,10,29,0,4,941,20.795643
2006,10,29,12,4,941.5,21.034293
2006,10,30,0,4,942,21.320012
2006,10,30,12,4,942.5,21.656531
2006,10,31,0,4,943,22.042812
2006,10,31,12,4,943.5,22.472196
2006,11,1,0,4,944,22.932166
2006,11,1,12,4,944.5,23.404806
2006,11,2,0,4,945,23.867914
2006,11,2,12,4,945.5,24.296688
2006,11,3,0,4,946,24.665788
2006,11,3,12,4,946.5,24.951574
2006,11,4,0,4,947,25.134267
2006,11,4,12,4,947.5,25.199824
2006,11,5,0,4,948,25.141336
2006,11,5,12,4,948.5,24.959807
2006,11,6,0,4,949,24.664259
2006,11,6,12,4,949.5,24.271152
2006,11,7,0,4,950,23.80318
2006,11,7,12,4,950.5,23.287562
2006,11,8,0,4,951,22.753979
2006,11,8,12,4,951.5,22.232352
2006,11,9,0,4,952,21.75065
2006,11,9,12,4,952.5,21.332919
2006,11,10,0,4,953,20.997698
2006,11,10,12,4,953.5,20.75695
2006,11,11,0,4,954,20.615575
2006,11,11,12,4,954.5,20.571513
2006,11,12,0,4,955,20.616401
2006,11,12,12,4,955.5,20.736663
2006,11,13,0,4,956,20.914896
2006,11,13,12,4,956.5,21.131392
2006,11,14,0,4,957,21.365629
2006,11,14,12,4,957.5,21.597583
2006,11,15,0,4,958,21.808772
2006,11,15,12,4,958.5,21.982954
2006,11,16,0,4,959,22.106471
2006,11,16,12,4,959.5,22.168289
2006,11,17,0,4,960,22.159788
2006,11,17,12,4,960.5,22.07442
2006,11,18,0,4,961,21.907374
2006,11,18,12,4,961.5,21.655339
2006,11,19,0,4,962,21.316513
2006,11,19,12,4,962.5,20.89089
2006,11,20,0,4,963,20.380866
2006,11,20,12,4,963.5,19.792093
2006,11,21,0,4,964,19.134491
2006,11,21,12,4,964.5,18.423216
2006,11,22,0,4,965,17.679421
2006,11,22,12,4,965.5,16.93056
2006,11,23,0,4,966,16.210097
2006,11,23,12,4,966.5,15.556466
2006,11,24,0,4,967,15.011254
2006,11,24,12,4,967.5,14.616666
2006,11,25,0,4,968,14.412434
2006,11,25,12,4,968.5,14.432401
2006,11,26,0,4,969,14.701133
2006,11,26,12,4,969.5,15.230889
2006,11,27,0,4,970,16.019318
2006,11,27,12,4,970.5,17.048204
2006,11,28,0,4,971,18.283478
2006,11,28,12,4,971.5,19.676615
2006,11,29,0,4,972,21.167389
2006,11,29,12,4,972.5,22.687818
2006,11,30,0,4,973,24.166968
2006,11,30,12,4,973.5,25.536218
2006,12,1,0,4,974,26.734463
2006,12,1,12,4,974.5,27.712775
2006,12,2,0,4,975,28.438031
2006,12,2,12,4,975.5,28.895147
2006,12,3,0,4,976,29.087688
2006,12,3,12,4,976.5,29.036792
2006,12,4,0,4,977,28.77854
2006,12,4,12,4,977.5,28.360039
2006,12,5,0,4,978,27.83465
2006,12,5,12,4,978.5,27.256836
2006,12,6,0,4,979,26.677163
2006,12,6,12,4,979.5,26.137913
2006,12,7,0,4,980,25.669734
2006,12,7,12,4,980.5,25.28959
2006,12,8,0,4,981,25.000167
2006,12,8,12,4,981.5,24.790737
2006,12,9,0,4,982,24.639321
2006,12,9,12,4,982.5,24.515919
2006,12,10,0,4,983,24.386421
2006,12,10,12,4,983.5,24.216811
2006,12,11,0,4,984,23.977229
2006,12,11,12,4,984.5,23.645483
2006,12,12,0,4,985,23.209687
2006,12,12,12,4,985.5,22.669785
2006,12,13,0,4,986,22.037814
2006,12,13,12,4,986.5,21.336933
2006,12,14,0,4,987,20.599303
2006,12,14,12,4,987.5,19.863063
2006,12,15,0,4,988,19.168681
2006,12,15,12,4,988.5,18.555063
2006,12,16,0,4,989,18.055775
2006,12,16,12,4,989.5,17.695775
2006,12,17,0,4,990,17.488949
2006,12,17,12,4,990.5,17.436713
2006,12,18,0,4,991,17.527809
2006,12,18,12,4,991.5,17.739303
2006,12,19,0,4,992,18.0387
2006,12,19,12,4,992.5,18.386937
2006,12,20,0,4,993,18.741975
2006,12,20,12,4,993.5,19.062621
2006,12,21,0,4,994,19.312229
2006,12,21,12,4,994.5,19.461917
2006,12,22,0,4,995,19.493039
2006,12,22,12,4,995.5,19.398671
2006,12,23,0,4,996,19.184038
2006,12,23,12,4,996.5,18.86585
2006,12,24,0,4,997,18.470654
2006,12,24,12,4,997.5,18.032378
2006,12,25,0,4,998,17.589328
2006,12,25,12,4,998.5,17.180907
2006,12,26,0,4,999,16.844378
2006,12,26,12,4,999.5,16.611949
2006,12,27,0,4,1000,16.508423
2006,12,27,12,4,1000.5,16.549593
2006,12,28,0,4,1001,16.741492
2006,12,28,12,4,1001.5,17.080502
2006,12,29,0,4,1002,17.554264
2006,12,29,12,4,1002.5,18.143243
2006,12,30,0,4,1003,18.82276
2006,12,30,12,4,1003.5,19.565244
2006,12,31,0,4,1004,20.342489
2006,12,31,12,4,1004.5,21.127657
2007,1,1,0,1,1005,21.896888
2007,1,1,12,1,1005.5,22.630369
2007,1,2,0,1,1006,23.312834
2007,1,2,12,1,1006.5,23.933517
2007,1,3,0,1,1007,24.485662
2007,1,3,12,1,1007.5,24.965745
2007,1,4,0,1,1008,25.372565
2007,1,4,12,1,1008.5,25.706401
2007,1,5,0,1,1009,25.968354
2007,1,5,12,1,1009.5,26.159992
2007,1,6,0,1,1010,26.283309
2007,1,6,12,1,1010.5,26.340968
2007,1,7,0,1,1011,26.336735
2007,1,7,12,1,1011.5,26.275963
2007,1,8,0,1,1012,26.165991
2007,1,8,12,1,1012.5,26.016314
2007,1,9,0,1,1013,25.838438
2007,1,9,12,1,1013.5,25.645379
2007,1,10,0,1,1014,25.450822
2007,1,10,12,1,1014.5,25.268044
2007,1,11,0,1,1015,25.108707
2007,1,11,12,1,1015.5,24.981697
2007,1,12,0,1,1016,24.89215
2007,1,12,12,1,1016.5,24.840797
2007,1,13,0,1,1017,24.823726
2007,1,13,12,1,1017.5,24.832572
2007,1,14,0,1,1018,24.855146
2007,1,14,12,1,1018.5,24.876406
2007,1,15,0,1,1019,24.879676
2007,1,15,12,1,1019.5,24.847982
2007,1,16,0,1,1020,24.765374
2007,1,16,12,1,1020.5,24.618111
2007,1,17,0,1,1021,24.395615
2007,1,17,12,1,1021.5,24.09114
2007,1,18,0,1,1022,23.702134
2007,1,18,12,1,1022.5,23.230317
2007,1,19,0,1,1023,22.681511
2007,1,19,12,1,1023.5,22.0653
2007,1,20,0,1,1024,21.394561
2007,1,20,12,1,1024.5,20.684935
2007,1,21,0,1,1025,19.954266
2007,1,21,12,1,1025.5,19.222
2007,1,22,0,1,1026,18.508549
2007,1,22,12,1,1026.5,17.834576
2007,1,23,0,1,1027,17.220178
2007,1,23,12,1,1027.5,16.683961
2007,1,24,0,1,1028,16.242011
2007,1,24,12,1,1028.5,15.906833
2007,1,25,0,1,1029,15.686347
2007,1,25,12,1,1029.5,15.583049
2007,1,26,0,1,1030,15.593489
2007,1,26,12,1,1030.5,15.708162
2007,1,27,0,1,1031,15.911887
2007,1,27,12,1,1031.5,16.1847
2007,1,28,0,1,1032,16.503194
2007,1,28,12,1,1032.5,16.842208
2007,1,29,0,1,1033,17.176681
2007,1,29,12,1,1033.5,17.483491
2007,1,30,0,1,1034,17.743089
2007,1,30,12,1,1034.5,17.940751
2007,1,31,0,1,1035,18.06736
2007,1,31,12,1,1035.5,18.119641
2007,2,1,0,1,1036,18.099882
2007,2,1,12,1,1036.5,18.015188
2007,2,2,0,1,1037,17.876397
2007,2,2,12,1,1037.5,17.696777
2007,2,3,0,1,1038,17.49067
2007,2,3,12,1,1038.5,17.272205
2007,2,4,0,1,1039,17.054212
2007,2,4,12,1,1039.5,16.847426
2007,2,5,0,1,1040,16.66003
2007,2,5,12,1,1040.5,16.497541
2007,2,6,0,1,1041,16.362998
2007,2,6,12,1,1041.5,16.257385
2007,2,7,0,1,1042,16.180173
2007,2,7,12,1,1042.5,16.129872
2007,2,8,0,1,1043,16.104492
2007,2,8,12,1,1043.5,16.101832
2007,2,9,0,1,1044,16.119559
2007,2,9,12,1,1044.5,16.155096
2007,2,10,0,1,1045,16.205367
2007,2,10,12,1,1045.5,16.266502
2007,2,11,0,1,1046,16.333602
2007,2,11,12,1,1046.5,16.40066
2007,2,12,0,1,1047,16.460717
2007,2,12,12,1,1047.5,16.506266
2007,2,13,0,1,1048,16.529873
2007,2,13,12,1,1048.5,16.524942
2007,2,14,0,1,1049,16.486501
2007,2,14,12,1,1049.5,16.411885
2007,2,15,0,1,1050,16.301189
2007,2,15,12,1,1050.5,16.157419
2007,2,16,0,1,1051,15.98629
2007,2,16,12,1,1051.5,15.795708
2007,2,17,0,1,1052,15.594984
2007,2,17,12,1,1052.5,15.393916
2007,2,18,0,1,1053,15.201838
2007,2,18,12,1,1053.5,15.026789
2007,2,19,0,1,1054,14.874891
2007,2,19,12,1,1054.5,14.750007
2007,2,20,0,1,1055,14.653724
2007,2,20,12,1,1055.5,14.585607
2007,2,21,0,1,1056,14.543692
2007,2,21,12,1,1056.5,14.525101
2007,2,22,0,1,1057,14.52668
2007,2,22,12,1,1057.5,14.545561
2007,2,23,0,1,1058,14.579558
2007,2,23,12,1,1058.5,14.627368
2007,2,24,0,1,1059,14.688538
2007,2,24,12,1,1059.5,14.763258
2007,2,25,0,1,1060,14.851992
2007,2,25,12,1,1060.5,14.955041
2007,2,26,0,1,1061,15.072091
2007,2,26,12,1,1061.5,15.201815
2007,2,27,0,1,1062,15.34159
2007,2,27,12,1,1062.5,15.487375
2007,2,28,0,1,1063,15.633767
2007,2,28,12,1,1063.5,15.774254
2007,3,1,0,1,1064,15.901654
2007,3,1,12,1,1064.5,16.008693
2007,3,2,0,1,1065,16.08869
2007,3,2,12,1,1065.5,16.136254
2007,3,3,0,1,1066,16.147933
2007,3,3,12,1,1066.5,16.122725
2007,3,4,0,1,1067,16.062387
2007,3,4,12,1,1067.5,15.971498
2007,3,5,0,1,1068,15.857247
2007,3,5,12,1,1068.5,15.728962
2007,3,6,0,1,1069,15.597427
2007,3,6,12,1,1069.5,15.474037
2007,3,7,0,1,1070,15.369882
2007,3,7,12,1,1070.5,15.294857
2007,3,8,0,1,1071,15.256879
2007,3,8,12,1,1071.5,15.261301
2007,3,9,0,1,1072,15.310566
2007,3,9,12,1,1072.5,15.404163
2007,3,10,0,1,1073,15.538861
2007,3,10,12,1,1073.5,15.70921
2007,3,11,0,1,1074,15.908251
2007,3,11,12,1,1074.5,16.128354
2007,3,12,0,1,1075,16.362095
2007,3,12,12,1,1075.5,16.60307
2007,3,13,0,1,1076,16.846566
2007,3,13,12,1,1076.5,17.090017
2007,3,14,0,1,1077,17.333203
2007,3,14,12,1,1077.5,17.578177
2007,3,15,0,1,1078,17.828935
2007,3,15,12,1,1078.5,18.090881
2007,3,16,0,1,1079,18.370119
2007,3,16,12,1,1079.5,18.672679
2007,3,17,0,1,1080,19.00373
2007,3,17,12,1,1080.5,19.366861
2007,3,18,0,1,1081,19.763514
2007,3,18,12,1,1081.5,20.192588
2007,3,19,0,1,1082,20.65028
2007,3,19,12,1,1082.5,21.130116
2007,3,20,0,1,1083,21.623186
2007,3,20,12,1,1083.5,22.118505
2007,3,21,0,1,1084,22.603449
2007,3,21,12,1,1084.5,23.064223
2007,3,22,0,1,1085,23.486309
2007,3,22,12,1,1085.5,23.854875
2007,3,23,0,1,1086,24.155164
2007,3,23,12,1,1086.5,24.372869
2007,3,24,0,1,1087,24.49452
2007,3,24,12,1,1087.5,24.507931
2007,3,25,0,1,1088,24.402695
2007,3,25,12,1,1088.5,24.170731
2007,3,26,0,1,1089,23.806856
2007,3,26,12,1,1089.5,23.309326
2007,3,27,0,1,1090,22.680278
2007,3,27,12,1,1090.5,21.926027
2007,3,28,0,1,1091,21.057135
2007,3,28,12,1,1091.5,20.088243
2007,3,29,0,1,1092,19.037644
2007,3,29,12,1,1092.5,17.926622
2007,3,30,0,1,1093,16.778612
2007,3,30,12,1,1093.5,15.618254
2007,3,31,0,1,1094,14.470411
2007,3,31,12,1,1094.5,13.359232
2007,4,1,0,2,1095,12.307328
2007,4,1,12,2,1095.5,11.335087
2007,4,2,0,2,1096,10.460156
2007,4,2,12,2,1096.5,9.6970826
2007,4,3,0,2,1097,9.057077
2007,4,3,12,2,1097.5,8.5478937
2007,4,4,0,2,1098,8.1737799
2007,4,4,12,2,1098.5,7.935481
2007,4,5,0,2,1099,7.8302933
2007,4,5,12,2,1099.5,7.8521679
2007,4,6,0,2,1100,7.991878
2007,4,6,12,2,1100.5,8.2372708
2007,4,7,0,2,1101,8.5736176
2007,4,7,12,2,1101.5,8.9840714
2007,4,8,0,2,1102,9.450224
2007,4,8,12,2,1102.5,9.9527411
2007,4,9,0,2,1103,10.472039
2007,4,9,12,2,1103.5,10.988954
2007,4,10,0,2,1104,11.485364
2007,4,10,12,2,1104.5,11.944705
2007,4,11,0,2,1105,12.352378
2007,4,11,12,2,1105.5,12.696017
2007,4,12,0,2,1106,12.965647
2007,4,12,12,2,1106.5,13.153759
2007,4,13,0,2,1107,13.255347
2007,4,13,12,2,1107.5,13.267959
2007,4,14,0,2,1108,13.191782
2007,4,14,12,2,1108.5,13.029795
2007,4,15,0,2,1109,12.787958
2007,4,15,12,2,1109.5,12.4754
2007,4,16,0,2,1110,12.104544
2007,4,16,12,2,1110.5,11.691073
2007,4,17,0,2,1111,11.25369
2007,4,17,12,2,1111.5,10.813591
2007,4,18,0,2,1112,10.393647
2007,4,18,12,2,1112.5,10.017297
2007,4,19,0,2,1113,9.7072338
2007,4,19,12,2,1113.5,9.4839568
2007,4,20,0,2,1114,9.3643363
2007,4,20,12,2,1114.5,9.3603251
2007,4,21,0,2,1115,9.4779608
2007,4,21,12,2,1115.5,9.7167834
2007,4,22,0,2,1116,10.069757
2007,4,22,12,2,1116.5,10.523741
2007,4,23,0,2,1117,11.060485
2007,4,23,12,2,1117.5,11.658095
2007,4,24,0,2,1118,12.292818
2007,4,24,12,2,1118.5,12.940999
2007,4,25,0,2,1119,13.580999
2007,4,25,12,2,1119.5,14.194888
2007,4,26,0,2,1120,14.76971
2007,4,26,12,2,1120.5,15.298193
2007,4,27,0,2,1121,15.778779
2007,4,27,12,2,1121.5,16.214974
2007,4,28,0,2,1122,16.614053
2007,4,28,12,2,1122.5,16.985243
2007,4,29,0,2,1123,17.337596
2007,4,29,12,2,1123.5,17.677803
2007,4,30,0,2,1124,18.008209
2007,4,30,12,2,1124.5,18.325335
2007,5,1,0,2,1125,18.619114
2007,5,1,12,2,1125.5,18.87301
2007,5,2,0,2,1126,19.065075
2007,5,2,12,2,1126.5,19.169878
2007,5,3,0,2,1127,19.161134
2007,5,3,12,2,1127.5,19.01475
2007,5,4,0,2,1128,18.711949
2007,5,4,12,2,1128.5,18.242103
2007,5,5,0,2,1129,17.604918
2007,5,5,12,2,1129.5,16.811701
2007,5,6,0,2,1130,15.885516
2007,5,6,12,2,1130.5,14.860209
2007,5,7,0,2,1131,13.778352
2007,5,7,12,2,1131.5,12.688363
2007,5,8,0,2,1132,11.64106
2007,5,8,12,2,1132.5,10.686053
2007,5,9,0,2,1133,9.8683054
2007,5,9,12,2,1133.5,9.2251868
2007,5,10,0,2,1134,8.7842722
2007,5,10,12,2,1134.5,8.562002
2007,5,11,0,2,1135,8.5632451
2007,5,11,12,2,1135.5,8.7817033
2007,5,12,0,2,1136,9.201029
2007,5,12,12,2,1136.5,9.7964932
2007,5,13,0,2,1137,10.537028
2007,5,13,12,2,1137.5,11.387471
2007,5,14,0,2,1138,12.310865
2007,5,14,12,2,1138.5,13.27068
2007,5,15,0,2,1139,14.232848
2007,5,15,12,2,1139.5,15.16752
2007,5,16,0,2,1140,16.050465
2007,5,16,12,2,1140.5,16.864035
2007,5,17,0,2,1141,17.597648
2007,5,17,12,2,1141.5,18.247747
2007,5,18,0,2,1142,18.817248
2007,5,18,12,2,1142.5,19.314482
2007,5,19,0,2,1143,19.75174
2007,5,19,12,2,1143.5,20.14352
2007,5,20,0,2,1144,20.504626
2007,5,20,12,2,1144.5,20.848314
2007,5,21,0,2,1145,21.184633
2007,5,21,12,2,1145.5,21.51916
2007,5,22,0,2,1146,21.852222
2007,5,22,12,2,1146.5,22.178729
2007,5,23,0,2,1147,22.488613
2007,5,23,12,2,1147.5,22.767862
2007,5,24,0,2,1148,23.000043
2007,5,24,12,2,1148.5,23.168167
2007,5,25,0,2,1149,23.256713
2007,5,25,12,2,1149.5,23.2536
2007,5,26,0,2,1150,23.15188
2007,5,26,12,2,1150.5,22.950976
2007,5,27,0,2,1151,22.657311
2007,5,27,12,2,1151.5,22.284233
2007,5,28,0,2,1152,21.851221
2007,5,28,12,2,1152.5,21.382452
2007,5,29,0,2,1153,20.904845
2007,5,29,12,2,1153.5,20.445794
2007,5,30,0,2,1154,20.030823
2007,5,30,12,2,1154.5,19.6814
2007,5,31,0,2,1155,19.413162
2007,5,31,12,2,1155.5,19.234701
2007,6,1,0,2,1156,19.147067
2007,6,1,12,2,1156.5,19.143988
2007,6,2,0,2,1157,19.212792
2007,6,2,12,2,1157.5,19.335888
2007,6,3,0,2,1158,19.492632
2007,6,3,12,2,1158.5,19.661364
2007,6,4,0,2,1159,19.821374
2007,6,4,12,2,1159.5,19.954596
2007,6,5,0,2,1160,20.046855
2007,6,5,12,2,1160.5,20.08855
2007,6,6,0,2,1161,20.074741
2007,6,6,12,2,1161.5,20.004667
2007,6,7,0,2,1162,19.880803
2007,6,7,12,2,1162.5,19.707615
2007,6,8,0,2,1163,19.490199
2007,6,8,12,2,1163.5,19.233012
2007,6,9,0,2,1164,18.938873
2007,6,9,12,2,1164.5,18.608389
2007,6,10,0,2,1165,18.239893
2007,6,10,12,2,1165.5,17.829898
2007,6,11,0,2,1166,17.374035
2007,6,11,12,2,1166.5,16.868339
2007,6,12,0,2,1167,16.310707
2007,6,12,12,2,1167.5,15.702341
2007,6,13,0,2,1168,15.04895
2007,6,13,12,2,1168.5,14.361542
2007,6,14,0,2,1169,13.656662
2007,6,14,12,2,1169.5,12.956007
2007,6,15,0,2,1170,12.285424
2007,6,15,12,2,1170.5,11.673373
2007,6,16,0,2,1171,11.148991
2007,6,16,12,2,1171.5,10.739963
2007,6,17,0,2,1172,10.470399
2007,6,17,12,2,1172.5,10.358931
2007,6,18,0,2,1173,10.417213
2007,6,18,12,2,1173.5,10.648954
2007,6,19,0,2,1174,11.049554
2007,6,19,12,2,1174.5,11.60636
2007,6,20,0,2,1175,12.299478
2007,6,20,12,2,1175.5,13.103052
2007,6,21,0,2,1176,13.986861
2007,6,21,12,2,1176.5,14.918099
2007,6,22,0,2,1177,15.863186
2007,6,22,12,2,1177.5,16.789486
2007,6,23,0,2,1178,17.666834
2007,6,23,12,2,1178.5,18.468808
2007,6,24,0,2,1179,19.173698
2007,6,24,12,2,1179.5,19.765166
2007,6,25,0,2,1180,20.232585
2007,6,25,12,2,1180.5,20.571097
2007,6,26,0,2,1181,20.781392
2007,6,26,12,2,1181.5,20.869267
2007,6,27,0,2,1182,20.845001
2007,6,27,12,2,1182.5,20.722608
2007,6,28,0,2,1183,20.519027
2007,6,28,12,2,1183.5,20.253302
2007,6,29,0,2,1184,19.945797
2007,6,29,12,2,1184.5,19.617486
2007,6,30,0,2,1185,19.289299
2007,6,30,12,2,1185.5,18.981533
2007,7,1,0,3,1186,18.713271
2007,7,1,12,3,1186.5,18.501789
2007,7,2,0,3,1187,18.361899
2007,7,2,12,3,1187.5,18.305237
2007,7,3,0,3,1188,18.339502
2007,7,3,12,3,1188.5,18.467719
2007,7,4,0,3,1189,18.687615
2007,7,4,12,3,1189.5,18.99122
2007,7,5,0,3,1190,19.364816
2007,7,5,12,3,1190.5,19.789335
2007,7,6,0,3,1191,20.241251
2007,7,6,12,3,1191.5,20.693972
2007,7,7,0,3,1192,21.119663
2007,7,7,12,3,1192.5,21.491347
2007,7,8,0,3,1193,21.785118
2007,7,8,12,3,1193.5,21.98222
2007,7,9,0,3,1194,22.070788
2007,7,9,12,3,1194.5,22.047043
2007,7,10,0,3,1195,21.915806
2007,7,10,12,3,1195.5,21.690249
2007,7,11,0,3,1196,21.390904
2007,7,11,12,3,1196.5,21.044011
2007,7,12,0,3,1197,20.67936
2007,7,12,12,3,1197.5,20.327817
2007,7,13,0,3,1198,20.018787
2007,7,13,12,3,1198.5,19.777801
2007,7,14,0,3,1199,19.624475
2007,7,14,12,3,1199.5,19.570967
2007,7,15,0,3,1200,19.621076
2007,7,15,12,3,1200.5,19.770025
2007,7,16,0,3,1201,20.004924
2007,7,16,12,3,1201.5,20.305852
2007,7,17,0,3,1202,20.647462
2007,7,17,12,3,1202.5,21.000957
2007,7,18,0,3,1203,21.33629
2007,7,18,12,3,1203.5,21.624418
2007,7,19,0,3,1204,21.839448
2007,7,19,12,3,1204.5,21.960528
2007,7,20,0,3,1205,21.97334
2007,7,20,12,3,1205.5,21.871105
2007,7,21,0,3,1206,21.655001
2007,7,21,12,3,1206.5,21.333987
2007,7,22,0,3,1207,20.924014
2007,7,22,12,3,1207.5,20.446701
2007,7,23,0,3,1208,19.927574
2007,7,23,12,3,1208.5,19.394001
2007,7,24,0,3,1209,18.87302
2007,7,24,12,3,1209.5,18.389224
2007,7,25,0,3,1210,17.962891
2007,7,25,12,3,1210.5,17.608522
2007,7,26,0,3,1211,17.333922
2007,7,26,12,3,1211.5,17.139873
2007,7,27,0,3,1212,17.020459
2007,7,27,12,3,1212.5,16.963988
2007,7,28,0,3,1213,16.954429
2007,7,28,12,3,1213.5,16.973229
2007,7,29,0,3,1214,17.001351
2007,7,29,12,3,1214.5,17.021311
2007,7,30,0,3,1215,17.019052
2007,7,30,12,3,1215.5,16.985446
2007,7,31,0,3,1216,16.917287
2007,7,31,12,3,1216.5,16.817681
2007,8,1,0,3,1217,16.695768
2007,8,1,12,3,1217.5,16.565816
2007,8,2,0,3,1218,16.445761
2007,8,2,12,3,1218.5,16.355325
2007,8,3,0,3,1219,16.313904
2007,8,3,12,3,1219.5,16.33842
2007,8,4,0,3,1220,16.441373
2007,8,4,12,3,1220.5,16.629274
2007,8,5,0,3,1221,16.901632
2007,8,5,12,3,1221.5,17.250606
2007,8,6,0,3,1222,17.661377
2007,8,6,12,3,1222.5,18.113199
2007,8,7,0,3,1223,18.58107
2007,8,7,12,3,1223.5,19.037847
2007,8,8,0,3,1224,19.456644
2007,8,8,12,3,1224.5,19.81326
2007,8,9,0,3,1225,20.088445
2007,8,9,12,3,1225.5,20.26975
2007,8,10,0,3,1226,20.352806
2007,8,10,12,3,1226.5,20.341858
2007,8,11,0,3,1227,20.249506
2007,8,11,12,3,1227.5,20.09563
2007,8,12,0,3,1228,19.905567
2007,8,12,12,3,1228.5,19.707707
2007,8,13,0,3,1229,19.530715
2007,8,13,12,3,1229.5,19.400634
2007,8,14,0,3,1230,19.338184
2007,8,14,12,3,1230.5,19.356506
2007,8,15,0,3,1231,19.459624
2007,8,15,12,3,1231.5,19.641783
2007,8,16,0,3,1232,19.887756
2007,8,16,12,3,1232.5,20.174098
2007,8,17,0,3,1233,20.471241
2007,8,17,12,3,1233.5,20.746196
2007,8,18,0,3,1234,20.965619
2007,8,18,12,3,1234.5,21.098885
2007,8,19,0,3,1235,21.120906
2007,8,19,12,3,1235.5,21.014381
2007,8,20,0,3,1236,20.77129
2007,8,20,12,3,1236.5,20.393516
2007,8,21,0,3,1237,19.892557
2007,8,21,12,3,1237.5,19.288415
2007,8,22,0,3,1238,18.607814
2007,8,22,12,3,1238.5,17.881949
2007,8,23,0,3,1239,17.144018
2007,8,23,12,3,1239.5,16.426762
2007,8,24,0,3,1240,15.760238
2007,8,24,12,3,1240.5,15.169989
2007,8,25,0,3,1241,14.675707
2007,8,25,12,3,1241.5,14.290442
2007,8,26,0,3,1242,14.020341
2007,8,26,12,3,1242.5,13.864843
2007,8,27,0,3,1243,13.817259
2007,8,27,12,3,1243.5,13.865609
2007,8,28,0,3,1244,13.993639
2007,8,28,12,3,1244.5,14.181921
2007,8,29,0,3,1245,14.408993
2007,8,29,12,3,1245.5,14.652498
2007,8,30,0,3,1246,14.890307
2007,8,30,12,3,1246.5,15.101628
2007,8,31,0,3,1247,15.268075
2007,8,31,12,3,1247.5,15.374689
2007,9,1,0,3,1248,15.410857
2007,9,1,12,3,1248.5,15.371086
2007,9,2,0,3,1249,15.255555
2007,9,2,12,3,1249.5,15.070379
2007,9,3,0,3,1250,14.827536
2007,9,3,12,3,1250.5,14.544401
2007,9,4,0,3,1251,14.2429
2007,9,4,12,3,1251.5,13.948279
2007,9,5,0,3,1252,13.687559
2007,9,5,12,3,1252.5,13.487752
2007,9,6,0,3,1253,13.373947
2007,9,6,12,3,1253.5,13.36741
2007,9,7,0,3,1254,13.483822
2007,9,7,12,3,1254.5,13.731814
2007,9,8,0,3,1255,14.111928
2007,9,8,12,3,1255.5,14.616098
2007,9,9,0,3,1256,15.22774
2007,9,9,12,3,1256.5,15.922468
2007,9,10,0,3,1257,16.669416
2007,9,10,12,3,1257.5,17.433091
2007,9,11,0,3,1258,18.175628
